ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,tiempoResolucion,JuegoID,nivelEscalamiento
2817,Mal funcionamiento,2024-09-14,Abierta,"['074-34-7189', '640-01-7007']",['MNT-00120'],-1,6878761,URGENTE
2818,Rotura,2024-02-20,Abierta,"['217-91-8807', '041-66-2086']",['MNT-01250'],-1,7862159,URGENTE
2819,Vandalismo,2024-02-02,Cerrada,"['619-54-7208', '383-89-4921', '246-26-8458']",['MNT-10736'],-1,9167249,MUY URGENTE
2820,Desgaste,2024-05-08,Cerrada,"['005-07-6382', '433-31-5108', '119-93-6566']",['MNT-06259'],-1,18716,MUY URGENTE
2821,Rotura,2023-11-29,Abierta,"['603-59-5810', '582-27-7593', '036-15-3893']","['MNT-06351', 'MNT-06931']",-1,34797,MUY URGENTE
2822,Mal funcionamiento,2024-02-25,Abierta,"['671-10-0301', '308-88-8366', '900-99-3866']","['MNT-02284', 'MNT-04416']",-1,9313147,MUY URGENTE
2823,Mal funcionamiento,2024-06-28,Abierta,['666-47-6491'],['MNT-01028'],-1,25590,POCO URGENTE
2824,Mal funcionamiento,2024-07-10,Cerrada,['144-75-7001'],['MNT-10258'],-1,9294894,POCO URGENTE
2825,Vandalismo,2024-01-08,Abierta,['386-84-3861'],"['MNT-03102', 'MNT-06090']",-1,7073449,POCO URGENTE
2826,Vandalismo,2024-07-28,Abierta,"['900-97-2038', '854-01-1658']",['MNT-00286'],-1,3569233,URGENTE
2827,Mal funcionamiento,2024-08-19,Abierta,"['000-80-2204', '577-13-9719', '561-75-5006']","['MNT-06291', 'MNT-07084']",-1,21490,MUY URGENTE
2828,Vandalismo,2024-07-04,Abierta,"['578-76-7493', '256-91-1614']",['MNT-13082'],-1,59151,URGENTE
2829,Desgaste,2024-08-16,Abierta,"['869-99-5249', '140-23-3878', '107-28-9063']","['MNT-09763', 'MNT-12847']",-1,7861591,MUY URGENTE
2830,Vandalismo,2023-12-25,Cerrada,['395-47-2832'],['MNT-03885'],286,3566881,POCO URGENTE
2831,Mal funcionamiento,2024-07-21,Abierta,"['715-31-3136', '778-14-9942', '672-06-0610']",['MNT-08703'],-1,3971934,MUY URGENTE
2832,Desgaste,2024-08-27,Abierta,['004-96-3792'],['MNT-00022'],-1,25582,POCO URGENTE
2833,Desgaste,2024-07-19,Cerrada,"['058-66-5315', '612-51-2932', '520-02-8276']",['MNT-06588'],-1,33581,MUY URGENTE
2834,Mal funcionamiento,2024-07-16,Abierta,"['059-95-9033', '226-02-9088']",['MNT-00184'],-1,58391,URGENTE
2835,Rotura,2023-11-17,Abierta,"['215-69-4654', '349-25-6424', '478-26-8863']",['MNT-08483'],-1,5072100,MUY URGENTE
2836,Rotura,2024-04-22,Abierta,"['852-50-0303', '388-09-3356']",['MNT-08650'],-1,32814,URGENTE
2837,Vandalismo,2024-10-05,Cerrada,"['741-35-1736', '176-62-9681', '360-82-0456']",['MNT-09412'],-1,33670,MUY URGENTE
2838,Mal funcionamiento,2023-10-24,Cerrada,['676-83-8849'],['MNT-10878'],134,7546075,POCO URGENTE
2839,Desgaste,2024-03-26,Cerrada,"['099-03-7004', '381-22-5830']","['MNT-07851', 'MNT-14239']",103,59023,URGENTE
2840,Mal funcionamiento,2023-10-16,Cerrada,"['239-73-9832', '193-53-3037', '077-45-9436']",['MNT-01671'],106,22069,MUY URGENTE
2841,Vandalismo,2024-01-08,Cerrada,"['484-42-5204', '078-36-5805']","['MNT-04243', 'MNT-08982']",66,5202155,URGENTE
2842,Desgaste,2024-03-04,Cerrada,"['971-78-4548', '674-23-9982']",['MNT-06013'],83,5107840,URGENTE
2843,Vandalismo,2024-09-01,Cerrada,['720-96-7235'],['MNT-13330'],-1,22361,POCO URGENTE
2844,Rotura,2024-06-14,Cerrada,['080-93-0259'],['MNT-03218'],-1,21209,POCO URGENTE
2845,Desgaste,2024-04-14,Cerrada,"['644-77-7304', '388-09-3356']",['MNT-08727'],67,59459,URGENTE
2846,Rotura,2024-09-01,Abierta,"['419-34-9584', '222-35-8591', '516-98-8472']",['MNT-06752'],-1,5492443,MUY URGENTE
2847,Rotura,2024-07-04,Cerrada,"['356-43-2066', '012-32-9034']",['MNT-01671'],-1,22069,URGENTE
2848,Mal funcionamiento,2023-11-11,Cerrada,['647-92-7197'],['MNT-02509'],249,3574046,POCO URGENTE
2849,Vandalismo,2023-11-11,Cerrada,"['009-11-6448', '224-46-0448', '563-94-4144']","['MNT-06154', 'MNT-10523']",270,33086,MUY URGENTE
2850,Rotura,2024-05-27,Cerrada,"['493-05-3630', '694-89-3702']",['MNT-02550'],-1,20239,URGENTE
2851,Rotura,2024-07-28,Abierta,"['773-09-3346', '210-66-4779', '390-89-9680']",['MNT-14793'],-1,7896586,MUY URGENTE
2852,Vandalismo,2024-01-03,Abierta,"['644-04-2601', '372-54-6673', '379-35-2497']",['MNT-13974'],-1,7614100,MUY URGENTE
2853,Mal funcionamiento,2023-12-17,Cerrada,"['553-21-9681', '844-25-1337', '256-77-5583']",['MNT-09952'],45,32968,MUY URGENTE
2854,Desgaste,2024-02-26,Cerrada,"['800-23-7398', '887-20-6732', '186-54-3558']","['MNT-06947', 'MNT-11147']",196,60161,MUY URGENTE
2855,Rotura,2024-05-04,Abierta,"['709-60-0018', '332-20-3814']","['MNT-00463', 'MNT-01317', 'MNT-01738']",-1,9177715,URGENTE
2856,Desgaste,2024-01-08,Cerrada,"['180-41-1753', '513-34-6320', '311-12-3265']",['MNT-08508'],141,20698,MUY URGENTE
2857,Vandalismo,2023-12-29,Abierta,['016-76-5776'],['MNT-07416'],-1,7903129,POCO URGENTE
2858,Rotura,2023-12-26,Cerrada,['200-85-6534'],['MNT-13994'],-1,9181007,POCO URGENTE
2859,Rotura,2024-03-23,Cerrada,"['400-20-7120', '483-02-3727', '371-37-6920']",['MNT-00483'],-1,32870,MUY URGENTE
2860,Rotura,2024-07-17,Abierta,"['855-88-2235', '087-35-4626', '096-44-6439']","['MNT-00037', 'MNT-04327']",-1,8820183,MUY URGENTE
2861,Rotura,2024-05-02,Abierta,"['697-33-4933', '227-20-6329']","['MNT-00677', 'MNT-01767']",-1,33305,URGENTE
2862,Vandalismo,2024-01-30,Abierta,"['254-72-5081', '281-28-7935']",['MNT-14086'],-1,9497331,URGENTE
2863,Rotura,2024-03-10,Cerrada,"['990-86-9523', '956-44-5161', '609-06-8878']",['MNT-01930'],-1,4738614,MUY URGENTE
2864,Desgaste,2024-09-11,Cerrada,"['416-87-3315', '078-91-4954', '986-44-7010']","['MNT-05072', 'MNT-08621']",-1,21578,MUY URGENTE
2865,Rotura,2024-02-27,Abierta,"['742-25-8929', '451-37-3876']","['MNT-04183', 'MNT-06474', 'MNT-13565']",-1,59823,URGENTE
2866,Vandalismo,2023-11-04,Cerrada,"['957-03-2845', '418-30-5530']","['MNT-00142', 'MNT-01436']",224,24922,URGENTE
2867,Desgaste,2024-02-16,Abierta,['292-80-3549'],['MNT-09549'],-1,4992008,POCO URGENTE
2868,Vandalismo,2024-03-03,Abierta,"['774-68-1163', '331-17-1935']","['MNT-03211', 'MNT-04247', 'MNT-05341']",-1,25553,URGENTE
2869,Mal funcionamiento,2023-12-06,Abierta,['279-01-7257'],['MNT-02613'],-1,5178811,POCO URGENTE
2870,Mal funcionamiento,2024-02-08,Cerrada,"['879-35-9846', '468-88-2583']",['MNT-00978'],104,7841732,URGENTE
2871,Vandalismo,2024-02-05,Abierta,['676-39-4213'],"['MNT-08975', 'MNT-14130']",-1,7168622,POCO URGENTE
2872,Desgaste,2023-11-24,Cerrada,['112-42-8189'],['MNT-10074'],251,7211901,POCO URGENTE
2873,Rotura,2023-12-09,Abierta,"['186-49-0575', '034-53-0812', '471-46-7444']",['MNT-04236'],-1,21485,MUY URGENTE
2874,Rotura,2023-10-26,Abierta,['668-65-3201'],['MNT-10225'],-1,5249143,POCO URGENTE
2875,Vandalismo,2024-08-28,Cerrada,"['821-10-3116', '004-03-9685', '233-11-4831']",['MNT-06951'],-1,33092,MUY URGENTE
2876,Vandalismo,2024-08-04,Abierta,['127-26-9100'],['MNT-03885'],-1,3566881,POCO URGENTE
2877,Desgaste,2024-05-11,Cerrada,['482-08-2929'],['MNT-13909'],101,7128834,POCO URGENTE
2878,Mal funcionamiento,2023-12-17,Abierta,['636-87-8506'],['MNT-01155'],-1,21025,POCO URGENTE
2879,Desgaste,2024-09-17,Abierta,"['008-00-8908', '869-70-3306', '714-83-1876']",['MNT-04620'],-1,5237095,MUY URGENTE
2880,Mal funcionamiento,2024-07-18,Abierta,"['837-11-1148', '668-32-8793', '293-50-0715']",['MNT-00714'],-1,4731212,MUY URGENTE
2881,Rotura,2024-08-07,Abierta,"['246-26-1797', '454-66-3884', '406-45-7218']","['MNT-01411', 'MNT-04041']",-1,22447,MUY URGENTE
2882,Vandalismo,2024-01-05,Abierta,['032-15-1281'],['MNT-02229'],-1,4704491,POCO URGENTE
2883,Mal funcionamiento,2024-08-20,Cerrada,"['925-90-1652', '112-71-8706', '204-58-8553']",['MNT-01121'],-1,33485,MUY URGENTE
2884,Rotura,2024-04-02,Abierta,['691-46-8188'],['MNT-08809'],-1,58849,POCO URGENTE
2885,Vandalismo,2024-12-05,Abierta,['691-84-8604'],['MNT-14685'],-1,24724,POCO URGENTE
2886,Desgaste,2024-06-18,Cerrada,"['361-35-1201', '656-08-2017', '458-88-5651']",['MNT-10056'],-1,5158856,MUY URGENTE
2887,Vandalismo,2024-05-14,Abierta,"['867-73-7489', '143-51-7172']",['MNT-11522'],-1,21623,URGENTE
2888,Desgaste,2024-10-10,Abierta,['229-67-5850'],"['MNT-11192', 'MNT-14217']",-1,24842,POCO URGENTE
2889,Desgaste,2024-05-15,Cerrada,"['709-62-3627', '601-69-3391', '164-40-7876']",['MNT-13104'],-1,33309,MUY URGENTE
2890,Rotura,2024-03-09,Cerrada,['096-58-1468'],['MNT-04199'],78,9446264,POCO URGENTE
2891,Mal funcionamiento,2024-05-25,Abierta,['091-34-6865'],['MNT-08795'],-1,7928377,POCO URGENTE
2892,Mal funcionamiento,2024-01-09,Abierta,['730-21-5591'],['MNT-07196'],-1,6884767,POCO URGENTE
2893,Desgaste,2024-08-18,Cerrada,"['837-68-8405', '414-49-5739', '542-22-2675']","['MNT-06060', 'MNT-07380']",36,7898709,MUY URGENTE
2894,Vandalismo,2024-10-01,Cerrada,"['426-96-1366', '854-95-3404']",['MNT-14072'],-1,21196,URGENTE
2895,Mal funcionamiento,2024-01-07,Cerrada,"['582-62-6008', '371-66-7302']",['MNT-12850'],-1,58019,URGENTE
2896,Vandalismo,2023-10-17,Cerrada,"['811-34-9577', '331-65-0070', '471-72-3667']","['MNT-11297', 'MNT-14831']",243,59253,MUY URGENTE
2897,Mal funcionamiento,2024-05-17,Abierta,['922-18-0355'],"['MNT-02510', 'MNT-13717']",-1,33864,POCO URGENTE
2898,Rotura,2024-04-20,Abierta,"['624-19-4198', '185-93-2988']",['MNT-08178'],-1,60202,URGENTE
2899,Vandalismo,2024-03-07,Cerrada,['508-55-5623'],['MNT-02405'],80,9179386,POCO URGENTE
2900,Mal funcionamiento,2024-05-05,Cerrada,['615-78-0375'],['MNT-08371'],-1,5003514,POCO URGENTE
2901,Rotura,2023-10-25,Cerrada,"['153-93-1466', '568-90-7522']",['MNT-08646'],290,22308,URGENTE
2902,Vandalismo,2024-10-05,Cerrada,"['199-89-4341', '215-69-4654', '065-06-8830']","['MNT-09308', 'MNT-14587']",-1,19703,MUY URGENTE
2903,Desgaste,2024-09-20,Cerrada,"['364-82-2347', '353-99-3323']","['MNT-02674', 'MNT-12482']",-1,5109145,URGENTE
2904,Vandalismo,2024-02-20,Cerrada,['664-33-3200'],"['MNT-08624', 'MNT-09451']",52,59529,POCO URGENTE
2905,Mal funcionamiento,2023-12-25,Abierta,"['864-66-6227', '001-48-5730']","['MNT-01057', 'MNT-04314']",-1,59544,URGENTE
2906,Rotura,2023-12-14,Cerrada,"['674-84-7173', '735-84-5629']",['MNT-01653'],96,3581476,URGENTE
2907,Vandalismo,2024-02-01,Abierta,"['436-56-0351', '910-05-0829', '395-47-2832']",['MNT-08592'],-1,9180981,MUY URGENTE
2908,Mal funcionamiento,2023-12-19,Cerrada,"['691-01-7757', '880-95-8884', '199-35-5547']",['MNT-13141'],234,25038,MUY URGENTE
2909,Rotura,2024-07-13,Abierta,"['964-68-6702', '335-05-7393']","['MNT-07128', 'MNT-11500']",-1,33940,URGENTE
2910,Desgaste,2024-09-27,Cerrada,['413-71-0380'],['MNT-01435'],-1,32951,POCO URGENTE
2911,Desgaste,2024-09-09,Cerrada,"['455-81-6147', '612-04-5660', '716-83-1508']",['MNT-08818'],27,20636,MUY URGENTE
2912,Rotura,2024-08-19,Cerrada,['584-50-3711'],['MNT-05251'],-1,7928028,POCO URGENTE
2913,Vandalismo,2024-04-19,Cerrada,['834-66-0984'],['MNT-03468'],-1,4985684,POCO URGENTE
2914,Vandalismo,2023-11-26,Abierta,"['606-97-3728', '224-92-9199']",['MNT-00399'],-1,4738613,URGENTE
2915,Mal funcionamiento,2024-09-08,Cerrada,['869-86-9457'],"['MNT-11390', 'MNT-13431']",-1,58038,POCO URGENTE
2916,Rotura,2024-08-11,Abierta,['655-14-8712'],['MNT-07523'],-1,18850,POCO URGENTE
2917,Desgaste,2024-07-23,Abierta,"['382-26-2560', '847-48-4959', '394-75-1230']",['MNT-12663'],-1,8892598,MUY URGENTE
2918,Vandalismo,2024-07-25,Cerrada,"['444-25-2954', '447-99-5499', '810-96-6983']",['MNT-01391'],-1,59796,MUY URGENTE
2919,Mal funcionamiento,2024-09-10,Abierta,['848-42-9801'],['MNT-01309'],-1,19367,POCO URGENTE
2920,Vandalismo,2024-04-17,Cerrada,"['190-04-1433', '517-49-3292']",['MNT-10431'],-1,4737889,URGENTE
2921,Mal funcionamiento,2024-01-14,Cerrada,['281-46-4977'],['MNT-06401'],28,4704516,POCO URGENTE
2922,Vandalismo,2024-07-19,Abierta,"['369-62-0319', '024-13-5999']",['MNT-09212'],-1,58548,URGENTE
2923,Vandalismo,2023-12-25,Abierta,"['756-68-8317', '982-21-4376', '033-84-6322']",['MNT-03728'],-1,21553,MUY URGENTE
2924,Rotura,2024-02-28,Abierta,"['694-00-4660', '059-03-2624']",['MNT-04002'],-1,35123,URGENTE
2925,Desgaste,2024-07-21,Cerrada,['712-58-6097'],['MNT-08983'],-1,9195982,POCO URGENTE
2926,Rotura,2024-03-04,Cerrada,"['743-26-3181', '081-59-4229']",['MNT-03398'],-1,9296565,URGENTE
2927,Vandalismo,2024-01-03,Cerrada,"['558-42-8990', '030-56-3172']",['MNT-10760'],25,7928120,URGENTE
2928,Desgaste,2024-07-12,Abierta,['667-42-5885'],['MNT-08669'],-1,7872690,POCO URGENTE
2929,Vandalismo,2024-02-18,Abierta,['900-58-3784'],"['MNT-10102', 'MNT-12938']",-1,7126934,POCO URGENTE
2930,Desgaste,2024-09-22,Abierta,"['743-07-8367', '154-41-7077']",['MNT-08150'],-1,58145,URGENTE
2931,Vandalismo,2024-05-28,Abierta,['969-91-4181'],['MNT-01924'],-1,8817614,POCO URGENTE
2932,Vandalismo,2023-12-20,Cerrada,"['429-23-0098', '980-70-7583']",['MNT-05941'],-1,59886,URGENTE
2933,Vandalismo,2024-03-11,Abierta,"['341-03-2087', '322-29-6101', '812-57-4921']","['MNT-03358', 'MNT-13701']",-1,33761,MUY URGENTE
2934,Vandalismo,2024-07-07,Cerrada,['558-08-2439'],"['MNT-04168', 'MNT-08834']",-1,34127,POCO URGENTE
2935,Desgaste,2024-09-19,Cerrada,"['526-78-8293', '847-78-3379', '092-96-8922']","['MNT-03774', 'MNT-05882']",-1,19798,MUY URGENTE
2936,Mal funcionamiento,2024-06-15,Cerrada,['602-22-9326'],['MNT-10696'],-1,59631,POCO URGENTE
2937,Rotura,2023-11-24,Abierta,"['302-08-3955', '534-07-8319', '652-03-3685']",['MNT-09859'],-1,20746,MUY URGENTE
2938,Desgaste,2023-11-21,Abierta,['430-69-5241'],['MNT-05065'],-1,32519,POCO URGENTE
2939,Vandalismo,2024-01-12,Cerrada,"['330-86-6968', '984-79-1833']","['MNT-00723', 'MNT-03463', 'MNT-03515', 'MNT-05582']",247,4738618,URGENTE
2940,Desgaste,2024-03-09,Cerrada,"['616-67-7297', '283-07-4905', '559-69-9567']",['MNT-13071'],-1,9225693,MUY URGENTE
2941,Desgaste,2024-06-10,Abierta,['654-06-1277'],"['MNT-01585', 'MNT-08228']",-1,5658269,POCO URGENTE
2942,Mal funcionamiento,2024-07-20,Abierta,['285-92-9930'],['MNT-06269'],-1,9407627,POCO URGENTE
2943,Mal funcionamiento,2024-10-08,Cerrada,['296-93-9791'],['MNT-14864'],-1,33191,POCO URGENTE
2944,Rotura,2024-04-21,Cerrada,"['246-75-0363', '096-28-2294']",['MNT-13762'],162,9149717,URGENTE
2945,Rotura,2023-11-01,Abierta,"['833-23-8515', '947-83-2607']",['MNT-02860'],-1,53180,URGENTE
2946,Vandalismo,2024-01-27,Abierta,"['458-32-4869', '186-70-0634']",['MNT-11392'],-1,3569220,URGENTE
2947,Vandalismo,2024-09-02,Cerrada,['545-13-7272'],['MNT-14674'],24,22429,POCO URGENTE
2948,Desgaste,2024-04-28,Cerrada,"['501-80-2882', '422-00-3504', '588-14-0977']","['MNT-13577', 'MNT-13690']",74,9226870,MUY URGENTE
2949,Vandalismo,2023-01-11,Abierta,"['135-03-6150', '268-77-2160', '706-89-6262']",['MNT-14102'],-1,4796702,MUY URGENTE
2950,Rotura,2024-08-27,Cerrada,"['543-57-3389', '249-06-7620']",['MNT-06923'],4,59903,URGENTE
2951,Vandalismo,2023-12-26,Cerrada,"['828-49-8786', '720-34-7731']","['MNT-00781', 'MNT-01762', 'MNT-03993', 'MNT-10275']",204,34194,URGENTE
2952,Mal funcionamiento,2024-09-20,Cerrada,"['291-81-2383', '525-14-6752', '328-13-7710']",['MNT-11652'],-1,4745669,MUY URGENTE
2953,Desgaste,2024-06-27,Abierta,"['019-28-4008', '809-78-9435']",['MNT-01632'],-1,58601,URGENTE
2954,Desgaste,2024-05-23,Cerrada,"['003-70-8335', '799-62-1412']",['MNT-10691'],-1,8914027,URGENTE
2955,Mal funcionamiento,2024-10-02,Cerrada,"['659-91-5491', '707-03-4210']",['MNT-00510'],-1,5249142,URGENTE
2956,Desgaste,2024-06-20,Cerrada,['963-68-2865'],['MNT-08114'],114,59867,POCO URGENTE
2957,Mal funcionamiento,2024-08-14,Abierta,"['151-21-8521', '063-39-2347', '633-90-3939']",['MNT-02546'],-1,5658469,MUY URGENTE
2958,Rotura,2024-06-16,Abierta,['816-96-0216'],['MNT-14442'],-1,59987,POCO URGENTE
2959,Desgaste,2023-10-26,Abierta,"['060-67-6624', '129-11-3676', '426-17-1736']",['MNT-14434'],-1,57986,MUY URGENTE
2960,Rotura,2024-04-07,Abierta,"['348-15-4210', '096-90-8039', '262-47-4966']","['MNT-02784', 'MNT-07788']",-1,20193,MUY URGENTE
2961,Desgaste,2024-02-14,Cerrada,"['800-23-6259', '525-14-6752', '458-32-4869']",['MNT-14890'],14,9187546,MUY URGENTE
2962,Vandalismo,2023-12-12,Abierta,"['711-24-0175', '838-38-3541', '823-22-8784']",['MNT-00031'],-1,8888577,MUY URGENTE
2963,Vandalismo,2023-11-30,Abierta,"['984-16-7156', '963-57-1781', '895-18-3385']","['MNT-12691', 'MNT-14141']",-1,3532743,MUY URGENTE
2964,Mal funcionamiento,2023-12-04,Cerrada,"['582-63-1147', '983-79-9571', '443-30-8706']","['MNT-05308', 'MNT-10264']",186,19570,MUY URGENTE
2965,Mal funcionamiento,2024-02-29,Abierta,['094-78-3964'],['MNT-03363'],-1,5209529,POCO URGENTE
2966,Vandalismo,2024-07-30,Cerrada,"['858-43-4482', '534-74-6629']","['MNT-11870', 'MNT-12753']",4,5211396,URGENTE
2967,Rotura,2024-04-27,Cerrada,"['225-12-6570', '905-84-7633']",['MNT-14084'],47,35114,URGENTE
2968,Mal funcionamiento,2024-05-25,Cerrada,['803-05-9153'],['MNT-02669'],-1,59415,POCO URGENTE
2969,Mal funcionamiento,2024-05-19,Cerrada,"['345-64-8969', '444-04-7307']","['MNT-04676', 'MNT-09337']",51,33572,URGENTE
2970,Desgaste,2024-05-27,Abierta,['842-80-3689'],['MNT-12673'],-1,9383249,POCO URGENTE
2971,Rotura,2024-02-01,Cerrada,"['592-54-7753', '273-65-5231']",['MNT-07990'],86,18753,URGENTE
2972,Rotura,2024-05-03,Abierta,"['481-18-9865', '641-34-6370']",['MNT-11756'],-1,9195237,URGENTE
2973,Mal funcionamiento,2024-06-26,Cerrada,"['841-05-3679', '798-67-8684', '132-01-3828']",['MNT-05264'],-1,35186,MUY URGENTE
2974,Vandalismo,2023-11-15,Cerrada,['910-66-2249'],['MNT-03646'],67,3576450,POCO URGENTE
2975,Vandalismo,2024-04-06,Abierta,"['069-33-8509', '969-10-0235', '623-85-0482']",['MNT-03188'],-1,9294589,MUY URGENTE
2976,Mal funcionamiento,2024-04-03,Abierta,"['271-36-7302', '795-07-6071', '160-74-1939']",['MNT-05552'],-1,3569232,MUY URGENTE
2977,Rotura,2023-12-16,Abierta,"['807-22-8446', '419-88-7819']",['MNT-09346'],-1,9446468,URGENTE
2978,Rotura,2024-05-13,Abierta,['093-33-1623'],['MNT-09107'],-1,4991256,POCO URGENTE
2979,Vandalismo,2024-07-02,Abierta,"['348-78-5490', '621-72-0156']",['MNT-13832'],-1,33939,URGENTE
2980,Rotura,2024-01-01,Cerrada,"['905-57-1750', '563-59-3034', '747-24-9753']","['MNT-07899', 'MNT-09198']",259,9237062,MUY URGENTE
2981,Vandalismo,2023-12-19,Cerrada,"['161-41-1699', '513-41-1017', '745-60-0804']",['MNT-00582'],-1,33044,MUY URGENTE
2982,Rotura,2024-04-21,Abierta,"['415-95-8812', '026-16-8377']",['MNT-11490'],-1,3994639,URGENTE
2983,Mal funcionamiento,2023-11-14,Abierta,"['363-21-8897', '107-85-5708', '917-48-5783']",['MNT-14380'],-1,52866,MUY URGENTE
2984,Mal funcionamiento,2024-02-29,Cerrada,"['066-65-0175', '817-30-4444', '797-04-6512']","['MNT-00241', 'MNT-13971']",212,3531311,MUY URGENTE
2985,Rotura,2024-02-28,Abierta,['782-84-5779'],['MNT-04304'],-1,25871,POCO URGENTE
2986,Desgaste,2024-06-17,Cerrada,"['829-47-4620', '482-20-3429']","['MNT-07065', 'MNT-13129']",35,5174690,URGENTE
2987,Rotura,2023-10-29,Cerrada,"['712-13-3067', '517-32-3068', '464-36-0095']","['MNT-04603', 'MNT-14391']",312,6761332,MUY URGENTE
2988,Rotura,2024-02-15,Abierta,"['246-82-0927', '736-34-7544', '931-27-5342']","['MNT-05709', 'MNT-06344']",-1,25670,MUY URGENTE
2989,Vandalismo,2024-08-15,Abierta,"['525-59-9498', '360-82-0456']",['MNT-03126'],-1,59139,URGENTE
2990,Vandalismo,2023-11-18,Abierta,"['948-96-6590', '966-91-2845']",['MNT-04542'],-1,24951,URGENTE
2991,Vandalismo,2024-09-19,Abierta,['897-31-3331'],"['MNT-00691', 'MNT-00756', 'MNT-04510']",-1,7902161,POCO URGENTE
2992,Mal funcionamiento,2024-01-08,Abierta,['093-63-3055'],['MNT-07518'],-1,19766,POCO URGENTE
2993,Desgaste,2024-05-24,Abierta,"['425-16-2420', '528-67-5243', '618-77-6518']","['MNT-12593', 'MNT-14375']",-1,7248132,MUY URGENTE
2994,Desgaste,2024-06-20,Cerrada,"['232-12-9986', '224-13-0841']",['MNT-13071'],-1,9225693,URGENTE
2995,Mal funcionamiento,2024-06-02,Abierta,"['362-27-8520', '519-54-5746', '057-33-1220']",['MNT-12532'],-1,7889419,MUY URGENTE
2996,Mal funcionamiento,2024-05-13,Abierta,"['428-54-3194', '404-67-4765', '407-80-8163']",['MNT-11094'],-1,59136,MUY URGENTE
2997,Desgaste,2024-07-27,Cerrada,"['198-20-5551', '251-85-1065', '937-08-0396']",['MNT-03231'],-1,9183239,MUY URGENTE
2998,Mal funcionamiento,2023-12-04,Cerrada,['049-74-0124'],"['MNT-11059', 'MNT-11377']",198,9192729,POCO URGENTE
2999,Mal funcionamiento,2024-03-03,Cerrada,"['801-81-3769', '388-09-3356']",['MNT-11014'],-1,3575785,URGENTE
3000,Desgaste,2024-01-28,Cerrada,"['255-17-4905', '917-44-6828', '410-40-0221']",['MNT-05675'],225,9407738,MUY URGENTE
3001,Rotura,2024-03-24,Cerrada,['912-75-1795'],"['MNT-11615', 'MNT-14284']",-1,7896550,POCO URGENTE
3002,Rotura,2024-07-24,Cerrada,['104-61-6034'],['MNT-09058'],-1,5237091,POCO URGENTE
3003,Vandalismo,2024-01-04,Abierta,"['697-26-3336', '392-11-9403']",['MNT-14890'],-1,9187546,URGENTE
3004,Desgaste,2024-01-29,Abierta,"['315-89-9938', '647-80-9773', '700-32-6461']",['MNT-08391'],-1,7602195,MUY URGENTE
3005,Rotura,2023-11-27,Cerrada,"['047-51-9517', '542-96-6181']",['MNT-13162'],234,4730824,URGENTE
3006,Desgaste,2024-06-04,Abierta,"['086-64-1226', '330-56-2176', '309-48-5557']",['MNT-12918'],-1,9226864,MUY URGENTE
3007,Rotura,2024-01-16,Abierta,"['697-74-4853', '606-42-6715']",['MNT-07494'],-1,3568732,URGENTE
3008,Vandalismo,2023-12-18,Abierta,"['495-29-8363', '807-22-8446']",['MNT-06926'],-1,3569310,URGENTE
3009,Rotura,2023-12-25,Cerrada,"['369-50-1065', '982-21-4376']",['MNT-09941'],275,25633,URGENTE
3010,Rotura,2024-05-04,Abierta,"['104-84-8401', '008-90-0280', '850-37-4234']",['MNT-00299'],-1,8803428,MUY URGENTE
3011,Mal funcionamiento,2024-01-24,Abierta,"['708-62-7837', '226-69-0509', '718-23-1322']",['MNT-06102'],-1,4986463,MUY URGENTE
3012,Vandalismo,2023-12-24,Cerrada,['781-18-0078'],['MNT-13169'],3,7369120,POCO URGENTE
3013,Rotura,2024-07-10,Abierta,"['115-69-4323', '577-94-3454']",['MNT-13909'],-1,7128834,URGENTE
3014,Rotura,2024-06-02,Cerrada,"['935-59-6296', '628-08-8285']",['MNT-06564'],69,5658562,URGENTE
3015,Mal funcionamiento,2024-11-02,Abierta,"['679-37-0390', '441-00-0302', '240-36-8713']",['MNT-01155'],-1,21025,MUY URGENTE
3016,Mal funcionamiento,2024-08-14,Cerrada,"['970-55-2963', '672-55-1238', '162-76-9355']",['MNT-07985'],-1,7591561,MUY URGENTE
3017,Vandalismo,2024-03-05,Cerrada,"['725-14-3638', '355-58-7557']",['MNT-02968'],-1,21738,URGENTE
3018,Mal funcionamiento,2023-11-05,Cerrada,"['734-66-8649', '064-52-9888']","['MNT-04087', 'MNT-13722']",271,20179,URGENTE
3019,Vandalismo,2024-01-06,Cerrada,"['422-00-3504', '184-19-2758']",['MNT-12682'],215,3581253,URGENTE
3020,Mal funcionamiento,2023-12-05,Cerrada,"['849-50-1948', '387-34-5188']",['MNT-04057'],-1,9396871,URGENTE
